run_id,generation,best_fitness,avg_fitness,best_coverage,best_bugs,cumulative_bugs,novelty,diversity,avg_input_length,avg_input_length_pop
1,39,0.428042,0.421945,0.545455,3,3,0.568182,0.795962,29.53,31.86
1,40,0.427757,0.422497,0.545455,3,3,0.568182,0.796810,30.15,30.25
1,41,0.427591,0.422542,0.545455,3,3,0.568182,0.797204,33.84,30.78
1,42,0.427996,0.421238,0.545455,3,3,0.568182,0.797075,33.76,30.69
1,43,0.427740,0.421882,0.545455,3,3,0.568182,0.798512,27.18,30.89
1,44,0.427918,0.425503,0.545455,3,3,0.568182,0.799342,35.07,30.85
1,45,0.427999,0.422958,0.545455,3,3,0.568182,0.800451,30.20,31.45
1,46,0.427941,0.421351,0.545455,3,3,0.568182,0.799691,34.27,31.25
1,47,0.428061,0.423523,0.545455,3,3,0.568182,0.800016,32.81,32.14
1,48,0.428059,0.424848,0.545455,3,3,0.568182,0.800998,31.31,32.41
1,49,0.428143,0.424435,0.545455,3,3,0.568182,0.802018,32.36,32.22
1,50,0.428080,0.422466,0.545455,3,3,0.568182,0.801373,31.91,32.85
1,51,0.427989,0.424669,0.545455,3,3,0.568182,0.801718,35.71,33.34
1,52,0.438698,0.425588,0.568182,3,3,0.568182,0.802321,33.11,32.92
1,53,0.428000,0.424927,0.545455,3,3,0.568182,0.801518,32.95,33.59
1,54,0.428190,0.424007,0.545455,3,3,0.568182,0.801375,30.50,33.34
1,55,0.428365,0.426112,0.545455,3,3,0.568182,0.801999,33.49,33.29
1,56,0.439425,0.424346,0.568182,3,3,0.568182,0.801558,32.77,32.35
1,57,0.428057,0.424235,0.545455,3,3,0.568182,0.800767,31.25,32.24
1,58,0.428289,0.424058,0.545455,3,3,0.568182,0.800823,35.39,32.86
1,59,0.428113,0.426131,0.545455,3,3,0.568182,0.801547,31.33,33.22
2,0,0.450179,0.396547,0.500000,2,3,0.568182,0.770663,24.25,25.65
2,1,0.413834,0.400148,0.522727,3,3,0.568182,0.773870,25.71,25.72
2,2,0.414132,0.404492,0.522727,3,3,0.568182,0.778571,23.51,24.88
2,3,0.426100,0.404515,0.545455,3,3,0.568182,0.777670,25.79,26.19
2,4,0.424014,0.407063,0.545455,3,3,0.568182,0.777450,23.67,24.54
2,5,0.426092,0.408844,0.545455,3,3,0.568182,0.776854,24.33,24.28
2,6,0.426501,0.408082,0.545455,3,3,0.568182,0.779555,24.41,24.60
2,7,0.426700,0.410345,0.545455,3,3,0.568182,0.781121,24.04,24.89
2,8,0.426480,0.412272,0.545455,3,3,0.568182,0.783572,23.37,25.12
2,9,0.425970,0.410889,0.545455,3,3,0.568182,0.783429,22.49,25.22
2,10,0.425758,0.412775,0.545455,3,3,0.568182,0.784049,24.04,25.38
2,11,0.425623,0.410348,0.545455,3,3,0.568182,0.783223,24.93,25.66
2,12,0.426173,0.410905,0.545455,3,3,0.568182,0.784725,25.84,25.07
2,13,0.426635,0.411416,0.545455,3,3,0.568182,0.786852,33.89,25.86
2,14,0.426934,0.413529,0.545455,3,3,0.568182,0.787958,27.31,26.62
2,15,0.426707,0.413999,0.545455,3,3,0.568182,0.789659,27.71,28.31
2,16,0.426892,0.414959,0.545455,3,3,0.568182,0.789755,26.25,26.67
2,17,0.427027,0.416545,0.545455,3,3,0.568182,0.791385,25.37,25.95
2,18,0.427385,0.414747,0.545455,3,3,0.568182,0.791760,26.17,25.37
2,19,0.427358,0.412561,0.545455,3,3,0.568182,0.791973,27.44,26.81
2,20,0.427011,0.413956,0.545455,3,3,0.568182,0.794516,27.08,25.96
2,21,0.427537,0.414338,0.545455,3,3,0.568182,0.794816,27.35,26.46
2,22,0.427546,0.415901,0.545455,3,3,0.568182,0.794921,25.16,26.49
2,23,0.427642,0.417734,0.545455,3,3,0.568182,0.795259,29.13,26.23
2,24,0.427289,0.416636,0.545455,3,3,0.568182,0.795410,27.11,26.94
2,25,0.427604,0.418622,0.545455,3,3,0.568182,0.794901,27.07,26.18
2,26,0.427546,0.419353,0.545455,3,3,0.568182,0.796514,27.38,26.37
2,27,0.427485,0.418871,0.545455,3,3,0.568182,0.796460,26.87,25.91
2,28,0.427560,0.419739,0.545455,3,3,0.568182,0.796732,27.38,25.91
2,29,0.427561,0.421807,0.545455,3,3,0.568182,0.798000,27.40,26.18
2,30,0.428023,0.420770,0.545455,3,3,0.568182,0.799519,28.00,26.32
2,31,0.427595,0.419291,0.545455,3,3,0.568182,0.799316,25.21,26.94
2,32,0.427665,0.419034,0.545455,3,3,0.568182,0.798273,25.50,26.16
2,33,0.427983,0.420878,0.545455,3,3,0.568182,0.799227,28.50,26.20
2,34,0.427895,0.420242,0.545455,3,3,0.568182,0.798508,26.39,25.84
2,35,0.427969,0.421028,0.545455,3,3,0.568182,0.798812,25.63,26.49
2,36,0.427982,0.418522,0.545455,3,3,0.568182,0.798859,24.71,26.53
2,37,0.427831,0.420256,0.545455,3,3,0.568182,0.798565,26.92,26.11
2,38,0.427777,0.418735,0.545455,3,3,0.568182,0.799258,26.39,25.89
2,39,0.427840,0.418712,0.545455,3,3,0.568182,0.799624,28.32,26.28
2,40,0.428227,0.419606,0.545455,3,3,0.568182,0.800516,28.39,26.81
2,41,0.427880,0.420747,0.545455,3,3,0.568182,0.800117,25.85,26.44
2,42,0.427904,0.421883,0.545455,3,3,0.568182,0.800392,26.58,26.61
2,43,0.438878,0.418874,0.568182,3,3,0.568182,0.800208,27.70,26.13
2,44,0.427676,0.417903,0.545455,3,3,0.568182,0.800189,27.32,27.39
2,45,0.427832,0.421086,0.545455,3,3,0.568182,0.799936,28.36,26.51
2,46,0.438974,0.420614,0.568182,3,3,0.568182,0.801638,28.29,26.72
2,47,0.427891,0.421410,0.545455,3,3,0.568182,0.801082,25.70,26.63
2,48,0.428026,0.420955,0.545455,3,3,0.568182,0.801573,26.17,26.76
2,49,0.428134,0.420607,0.545455,3,3,0.568182,0.802083,25.07,26.98
2,50,0.428237,0.422122,0.545455,3,3,0.568182,0.801946,29.10,26.64
2,51,0.427965,0.418941,0.545455,3,3,0.568182,0.800823,25.91,26.58
2,52,0.428455,0.421288,0.545455,3,3,0.568182,0.802061,25.90,27.17
2,53,0.428080,0.421301,0.545455,3,3,0.568182,0.802296,27.23,26.77
2,54,0.439558,0.419708,0.568182,3,3,0.568182,0.802101,27.57,26.64
2,55,0.428241,0.421957,0.545455,3,3,0.568182,0.801514,28.47,26.82
